561,5411502
93,75942675
416,7381645
242,1641289
116,2317973
58,12366353
145,6044694
136,468406
356,0018808
245,5040707
224,1583697
465,3610508
132,6489215
27,47318275
227,9246129
276,5590804
162,5865174
168,3741355
53,46036726
433,9318382
169,6909823
124,2801626
211,9219315
164,4172772
48,03165876
134,7283559
231,4795907
98,69023874
395,3118015
131,5786986
196,4716387
251,0027023
185,5731679
235,9552452
40,78125796
110,2827571
74,94706706
264,9581436
210,2676064
200,4927444
271,9843542
146,9827829
210,9393035
265,4706038
132,9909592
165,0803122
126,778719
150,7698568
90,21017031
296,736069
124,6764362
330,5730208
119,5245321
96,23378234
300,6856526
174,5235661
148,6083774
362,6115624
89,66547684
197,8506662
167,6690922
150,8989469
144,6014932
14,14926182
218,3877253
30,88913048
251,3063461
212,4236299
222,2400723
147,4214361
80,43365638
84,7303417
157,0694085
283,3661989
78,65398505
320,7163161
75,47445983
130,9762095
209,9234061
105,6384438
290,2286575
102,0501495
255,1271784
55,20213159
180,483189
110,8393419
120,8387947
60,48296071
58,54293197
52,10622076
162,7188028
143,2909365
51,34804049
286,845868
147,7148946
15,5600116
48,01546448
74,15264633
141,5343371
107,35884
237,6582059
244,6740627
113,8454294
226,6439604
149,1430889
127,2019335
132,6570229
88,96892139
323,8388278
146,7784982
164,3085304
168,4543907
47,55949912
242,3399597
134,8351215
72,20185447
133,0846003
61,10002138
214,1626075
97,56598158
257,7679724
97,74706282
56,05303602
78,60845378
200,4321097
143,2397101
228,1088563
170,6201946
163,0011576
300,0697527
96,71505245
33,70707596
114,5441759
62,80260898
303,3262592
63,18747512
145,953033
311,034703
232,8797787
84,19334757
440,3436822
314,2028654
54,12901623
117,9386363
315,0163746
208,5713039
113,5216987
126,8826409
131,3670646
152,7965358
85,89651707
320,3249929
135,8353673
224,3035757
42,11928477
192,2657868
333,0177339
278,20388
133,3136654
15,82759439
110,6439923
323,5007631
121,339703
325,9757215
340,0013545
105,8962363
162,2309143
213,870128
179,0059308
134,1104453
71,2985119
308,269723
387,4301349
127,9347543
93,37642554
132,3898793
62,67484469
87,58385044
70,65977708
103,281141
191,5053251
139,6033291
152,1579085
91,48786455
62,88199474
385,495265
101,2356616
173,6797797
180,6674601
283,3160101
531,0248527
74,52127854
142,0996492
273,0539507
37,18088275
70,7171541
85,36265146
269,5142888
41,60304571
409,2253199
768,8359449
139,1681289
248,9807755
61,79993128
71,06238657
295,8820414
126,3157941
94,35402802
102,8379312
210,7943257
158,8649431
86,33258508
61,75557497
95,48749648
302,2666759
91,34261696
145,4230637
290,05018
279,0684567
102,0095067
215,0735465
49,43786202
189,6600236
94,20519719
100,9581157
30,3902661
450,7250413
417,4941666
44,98497497
156,9510567
120,6076227
308,9748452
74,42430825
86,11909442
234,9031462
167,721537
188,7106564
191,4450084
180,2125668
71,96839451
62,71359898
111,2563257
161,7568742
120,691135
340,1718544
190,9817241
350,5043786
32,51900013
47,98279323
168,5425789
352,2542357
85,14074533
323,8393951
222,9527321
89,93708196
669,5981815
55,34011784
194,6452205
133,671043
191,1331645
220,8929465
73,71484483
295,5683609
21,48469801
77,35302375
266,7031696
177,1818
331,5789264
331,1598716
292,3794005
3,43057992
137,9291912
316,8729353
210,3524779
364,0548103
51,52509052
27,86041396
61,11959041
206,4727797
181,0774574
87,67916209
149,9590867
151,4762413
310,6584948
349,9430281
139,6320662
115,6603338
519,9306394
112,2288053
165,0346795
48,84330259
67,81121612
205,4092784
62,09399183
64,29433973
170,3587843
359,5669616
117,707991
273,4827625
181,4604456
